Formatted Date,Time,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Humidity,Month,Day,Year
12/26/2008,00:00.0,Partly Cloudy,snow,-4.461111111,-7.105555556,5.9409,1,9.499,1036.2,0.88,12,26,2008
12/26/2008,00:00.0,Partly Cloudy,snow,-4.655555556,-7.627777778,6.601,37,10.0464,1036.45,0.92,12,26,2008
12/27/2008,00:00.0,Clear,snow,-6.716666667,-6.716666667,2.6243,136,4.347,1036.35,0.88,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-5.227777778,-8.45,6.9552,24,1.5778,1035.83,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-7.805555556,-7.805555556,2.3667,160,0.6601,1036.2,0.88,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-6.322222222,-6.322222222,2.9463,115,0.6118,1036.01,0.88,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-5.872222222,-5.872222222,3.6225,92,1.0626,1035.57,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-5.977777778,-8.388888889,5.0715,56,1.2236,1035.13,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-6.094444444,-6.094444444,3.3166,71,0.9177,1035.24,0.91,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-5.133333333,-5.133333333,2.9946,70,0.9338,1035.38,0.86,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-6.094444444,-8.488888889,5.0071,30,1.6744,1035.83,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-4.927777778,-4.927777778,3.703,42,1.8354,1035.85,0.85,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-4.866666667,-4.866666667,4.3631,32,2.2057,1036.25,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-4.788888889,-4.788888889,4.2826,54,2.3506,1036.23,0.84,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-4.788888889,-8.477777778,8.372,42,2.3506,1036.02,0.84,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-4.744444444,-7.244444444,5.5545,47,2.7692,1035.65,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-4.738888889,-8.344444444,8.1627,33,2.9624,1035.3,0.84,12,27,2008
12/27/2008,00:00.0,Overcast,snow,-4.744444444,-8.383333333,8.2593,61,3.4293,1035.19,0.84,12,27,2008
12/27/2008,00:00.0,Overcast,snow,-4.877777778,-7.577777778,5.9248,58,3.6869,1035.33,0.86,12,27,2008
12/27/2008,00:00.0,Overcast,snow,-6.016666667,-6.016666667,2.9463,55,3.2844,1035.41,0.92,12,27,2008
12/27/2008,00:00.0,Overcast,snow,-6.133333333,-6.133333333,1.5939,184,3.6064,1035.82,0.92,12,27,2008
12/27/2008,00:00.0,Overcast,snow,-6.094444444,-6.094444444,1.3363,150,3.7352,1035.86,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-6.138888889,-6.138888889,3.3166,354,2.5921,1035.66,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-6.066666667,-6.066666667,2.9624,338,1.7549,1036.04,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-6.088888889,-6.088888889,3.3166,46,2.3828,1036.15,0.92,12,27,2008
12/27/2008,00:00.0,Foggy,snow,-5.627777778,-9.038888889,7.2611,14,0.4669,1035.95,0.88,12,27,2008
12/28/2008,00:00.0,Foggy,snow,-5.605555556,-8.655555556,6.44,10,0.8211,1035.85,0.88,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-6.066666667,-8.988888889,6.0214,0,4.2343,1037.69,0.9,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-5.677777778,-5.677777778,4.6529,22,0.6762,1035.74,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-5.627777778,-8.311111111,5.6672,158,0.6762,1035.75,0.88,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-6.161111111,-6.161111111,3.1556,120,1.4973,1035.59,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-6.138888889,-6.138888889,0.5635,51,0.9821,1035.91,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-6.188888889,-6.188888889,1.3202,273,1.7549,1035.85,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-6.2,-6.2,1.8515,30,2.5921,1035.96,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-6.255555556,-6.255555556,2.8336,73,2.1574,1036.34,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-6.161111111,-6.161111111,0.322,257,1.8837,1036.84,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-5.144444444,-5.144444444,1.0948,54,1.9159,1037.31,0.86,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-5.005555556,-8.444444444,7.5992,21,2.2862,1037.52,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-4.911111111,-8.333333333,7.5992,59,2.6887,1037.31,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-3.994444444,-6.216666667,5.2164,51,2.6565,1036.79,0.85,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-4.888888889,-4.888888889,4.347,351,2.7853,1036.62,0.92,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-4.888888889,-8.183333333,7.2772,351,2.7853,1036.72,0.91,12,28,2008
12/28/2008,00:00.0,Foggy,snow,-4.95,-8.272222222,7.3255,41,2.4472,1036.85,0.92,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-5.027777778,-5.027777778,3.9606,33,3.9767,1036.92,0.92,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-5.027777778,-8.25,7.0357,339,3.864,1037.03,0.84,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-6.061111111,-6.061111111,3.3649,11,4.186,1037.83,0.92,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-6.072222222,-10.15555556,8.8389,341,3.8479,1037.92,0.92,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-5.561111111,-5.561111111,3.22,60,3.8479,1038.03,0.88,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-6.127777778,-8.994444444,5.8926,306,4.186,1037.91,0.93,12,28,2008
12/28/2008,00:00.0,Overcast,snow,-5.605555556,-8.583333333,6.279,330,3.8479,1037.84,0.88,12,28,2008
12/29/2008,00:00.0,Overcast,snow,-6.161111111,-9.172222222,6.1824,301,3.8479,1038.12,0.92,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-5.088888889,-5.088888889,1.771,136,6.0697,1042.25,0.86,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-6.711111111,-11.35,10.1269,321,3.8479,1038.24,0.92,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-6.777777778,-11.62777778,10.7548,350,2.9302,1038.42,0.89,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-6.683333333,-9.316666667,5.2969,4,3.4454,1037.93,0.89,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.194444444,-11.06666667,7.7441,2,1.2397,1038.23,0.88,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.172222222,-7.172222222,3.1234,350,0.7728,1038.24,0.88,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.005555556,-7.005555556,3.9123,19,1.9803,1038.55,0.89,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.15,-7.15,0.161,29,1.4007,1038.75,0.96,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.127777778,-7.127777778,4.4436,331,1.8515,1038.95,0.88,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.044444444,-7.044444444,3.059,47,2.0608,1039.56,0.96,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-7.083333333,-7.083333333,4.6529,18,3.4293,1039.93,0.96,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-7.066666667,-7.066666667,4.5402,7,2.9785,1039.93,0.96,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-6.105555556,-8.777777778,5.5062,5,2.6887,1039.75,0.89,12,29,2008
12/29/2008,00:00.0,Foggy,snow,-6.016666667,-6.016666667,4.6851,350,2.9785,1039.73,0.89,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-6.038888889,-10.23333333,9.1609,1,3.9123,1040.13,0.92,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-6.116666667,-10.42777778,9.4668,19,4.025,1040.26,0.92,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-6.083333333,-9.755555556,7.728,20,4.4275,1040.53,0.92,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-6.061111111,-6.061111111,3.3327,53,4.9105,1040.85,0.92,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-5.177777778,-5.177777778,2.6887,19,5.6994,1041.19,0.86,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-5.022222222,-5.022222222,0.2415,56,6.0053,1041.54,0.85,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-5.022222222,-5.022222222,3.1717,100,5.9731,1041.93,0.88,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-5.133333333,-5.133333333,4.7173,227,6.2468,1042.37,0.86,12,29,2008
12/29/2008,00:00.0,Overcast,snow,-5.022222222,-7.7,5.8282,209,6.0214,1042.63,0.89,12,29,2008
